CalatogId,UserId,Rate,
1632,"cfd75f8b-b5f3-473a-923e-bb3882e402e8",50,
76,"ecbe245b-d388-48f2-9429-cbf4341f2a70",42,
5568,"68778db6-122f-41ba-8b43-ba7a7264365f",22,
1569,"5eedbdd2-60d0-49a1-ba92-3b90477157db",63,
3138,"8a1356e5-28a2-42c9-a2ad-08bef6db4da7",37,
494,"3b250bdb-4fdb-4123-a8e5-b941298df7c6",85,
4917,"84b3d3d2-730f-4528-9e64-d4b6b8987b15",86,
3800,"f90f7778-6e07-4358-a0c8-48d2b2b9d229",22,
2662,"0a59bf2a-21b7-4458-b9c9-8f9780896fa2",12,
3005,"bbe36678-bd4e-4868-87a2-a0b000a3af9a",17,
3545,"443358fa-60e3-434a-b81b-212be5b0145f",19,
199,"b48b0b36-e786-47e8-89cc-27bafa92120f",0,
3588,"ee426e43-951f-46a7-b32d-a1914fb3ef1e",4,
2122,"6e4f2070-3216-45cf-884a-414c481645d6",46,
4056,"63f88bb8-e00e-4867-b5ad-752ebc7df23b",21,
5557,"159cda58-c739-4577-bc22-ff3b33606e24",38,
887,"aeca4ac8-f7db-4d0d-83fb-96caa57adf53",98,
3950,"3cdaf26d-2afb-484d-bd40-7c127dd00d0b",8,
3599,"ba034227-dab4-4d56-9f31-98d9e76bdf14",88,
1180,"1a2982a6-164a-46b4-b4d6-cc3f65c4a479",45,
246,"07dd7eda-1a9c-446b-9342-7e7d386f4600",54,
4520,"5a518881-309f-4363-a94a-f8c2e4015d65",76,
2087,"e4d0f960-89d1-4ad7-9fd9-8584687a94a8",93,
2586,"58898bef-734a-4124-b256-c81b042aa27d",10,
459,"fe94b4c0-f8a6-4916-8264-6b65e6efa983",18,
3360,"3c9542da-e75b-4d38-ac71-b64364cdd4a0",95,
2481,"2615d3cd-305f-4032-b79f-b3c025b1cc56",8,
2037,"5c971c1b-290f-4037-9659-24f5410c46fa",39,
1562,"cdd77ab8-aab9-472d-a064-e45d123a33db",82,
2378,"e101d0a3-909e-4727-948c-d832ceff68f3",44,
3585,"49c2784f-2653-4096-85a2-e4188b79d91a",34,
201,"6c653ce3-659a-495a-a5c5-384e2b485920",12,
2651,"051d230c-b9f4-430c-9081-62186cc4ee45",30,
1276,"97741511-ee4b-4ae9-91b1-95e953cfe13d",40,
3137,"07dd7eda-1a9c-446b-9342-7e7d386f4600",96,
5421,"ac949c98-fbb1-4bbc-924b-9c168f6df917",94,
3874,"12f2d10b-78f3-4b25-a7b1-9e971f794d00",77,
3487,"e4ecc0b2-9196-4b6d-982b-6d185301a36c",20,
3323,"36125e25-1ee7-4886-8a51-091c3da14d8d",46,
990,"9a014a2d-dccc-4f96-912d-ed4212e48383",77,
2248,"c73fdb92-a3b2-4b7e-ba74-4bd42a909cde",71,
1425,"b1726ef5-9a64-4aaf-ac60-781c67fba9ec",25,
4622,"8bfb4d07-5ff2-4941-a1dd-3db7f28abafa",76,
3060,"42549f19-ca89-4c9e-8ed8-004bccf5aaf6",32,
5224,"941dddff-693f-4a7d-9de6-00f2abed42d2",56,
3526,"090339ee-0cd2-48bf-a94e-728635b58105",10,
5390,"64884815-358e-400d-9df4-f305e76e0214",90,
594,"ee04ecf4-d5b3-4628-b41b-23dd983bce0f",69,
3754,"dddc6d2f-d9b1-4d21-9452-d26fc7edb73f",12,
2362,"58898bef-734a-4124-b256-c81b042aa27d",18,
109,"b43dd89d-3471-4e18-a557-e885abbcf514",2,
5388,"6bd6bfbb-2158-4d57-916f-c13b95b5c260",81,
1120,"d0d05c81-bfa0-4577-8f1d-3c731fa9a5ae",62,
2984,"547d2947-0a0e-4996-bd91-a3f09f0354c0",72,
672,"23a34c6a-c0b3-4672-b94b-8376cf15ae46",23,
4656,"e0db22f1-352c-4124-af74-b282cc80282d",64,
3448,"ec5b88af-8bde-4c52-a531-ed074a5d9ecc",11,
3351,"bac31c26-863b-4a04-8057-85021cb9622c",68,
2587,"72cfa2e3-49a3-457b-824d-dc993235d9b0",64,
5197,"784764da-808e-4ebc-b703-60feec0109bb",7,
1825,"22aef5f2-9c6e-41ff-af72-457e5d1d7154",26,
905,"d0a9e16b-3f01-49df-9a1e-c0d4064ebe33",64,
3910,"3bc12a94-7137-4bfc-a106-8979bc04d439",93,
720,"b4435010-aa3f-4e5d-b1f9-8260989ef262",44,
27,"10d6dc11-5c48-410d-9342-20cce808e07b",98,
640,"a163066f-4b74-4b42-acf0-759dbc6deab1",34,
5028,"37d507c0-4db6-4283-82ad-493ed06e6fb8",10,
1819,"cfb8d2d5-7315-4221-9bde-c1556ecb5692",30,
3932,"a503f1ac-c172-41bc-91c7-d00d981b971f",40,
2751,"18526768-0572-4a5f-840f-f371d434154a",69,
2071,"3e45a011-37a2-4a5a-ab6a-a4f4b83fc300",74,
2710,"70c308b5-f579-4e2a-9023-10cfaa3ab4ff",4,
3450,"8cc428e4-67ae-436d-b1c9-f770c8d43cea",4,
1768,"ab6ce27a-ae51-42b8-a39f-d1d832ff45d0",10,
661,"eb00fca3-ac18-4e14-9edf-d26acbbdb55a",86,
2513,"bfbfc3b3-3152-4822-a930-6941b7771e68",78,
5155,"ad03b687-69b8-44c8-9abe-75a7728f5139",0,
1651,"1018841a-b990-4252-8aab-ed4a47f797bd",40,
5341,"34fa8a8f-34af-442d-8e12-b47c8e407cff",76,
186,"8ff8ee68-2e6a-4c57-a45b-b0af9a012b5e",47,
5541,"88ead69f-4112-48d9-ae83-a31da1001957",65,
4484,"a560eb84-476a-4b67-856b-5c4524582f94",33,
809,"a82e9918-720e-483d-af5f-61960cd58d47",48,
1838,"ee3cf440-84e7-45aa-991c-0a83574ad405",11,
5543,"9a08c2ef-a56f-4dd6-af89-15a579abd1f0",62,
482,"cdd77ab8-aab9-472d-a064-e45d123a33db",18,
2652,"6474aafb-6ecb-4de8-a3de-9c71754aff7f",78,
136,"24e43558-1a3d-4494-a54a-38fc6bbe2c29",78,
3401,"1b23709f-6b97-4961-a2ca-db1317bd0e69",43,
4090,"02ccf11f-bb69-41f5-9315-b88e38672bcc",23,
4180,"2b7e4bad-4041-4c47-be15-b3967a20a0f2",74,
1495,"137bd346-cd09-4d28-ac90-e0e7638fd35b",91,
713,"ef912e55-ec39-4154-ab93-790312c78179",72,
4287,"fadb0424-2b1a-4eb5-b316-3813538bfb8f",43,
4243,"b48b0b36-e786-47e8-89cc-27bafa92120f",15,
4184,"c6477ca9-ad19-480e-951b-738786af5bac",1,
400,"3d8a8f5c-f3eb-4dd3-8b68-d81577c8feb7",65,
2193,"2ff105a1-3878-4cc7-be87-ccdacb376fd9",11,
4221,"e0d5388c-5fc8-4e33-b0a1-313b6fe595d0",33,
2008,"aa5e4a0a-108f-4355-9fd4-e6d2d48695d2",7,
5334,"ed388a06-28ac-4415-8936-eca4a664fab1",92,
2267,"2ff105a1-3878-4cc7-be87-ccdacb376fd9",70,
3950,"8e6ca042-d8c5-4792-a7e0-9236a17cf8d8",40,
1064,"ee426e43-951f-46a7-b32d-a1914fb3ef1e",29,
762,"5a563d8c-c835-4fad-b8f4-b00c412ace52",7,
3854,"23856fa0-dfd0-4f8d-8608-3e8e7f1ed0a1",6,
4646,"35297652-88a3-4c8e-80fa-772ff6159cda",32,
4637,"894a1e3f-3ff3-4bfb-a535-7b212fb9f398",94,
2498,"e310acba-d4cd-43bf-8289-8125b4f3179b",52,
4342,"ee7bec17-a3da-48c2-8895-e07ce05b9cb6",79,
3132,"2393e039-ec9e-4b6e-9893-216c5e8eed24",50,
1012,"517334e5-ec97-450c-a9cf-51e14aa2dd5b",5,
1454,"8c3711e2-7dd9-4fae-b798-96272675286b",44,
5268,"5bfa5850-5129-4ac0-9b6d-48fde5b505d2",37,
1801,"38d642f6-b550-4e50-ab7e-02c08ea20114",14,
4463,"aaccc78d-1ea9-4c6d-a862-7e939e374e5b",65,
1189,"dc67e603-1fbd-461f-b9dc-d65de452e28b",8,
1012,"39e4b70f-3a54-4520-8aa5-16d894560f9d",57,
2270,"91a927a1-e5ba-4502-9eb7-f80a154a2456",43,
3631,"5eedbdd2-60d0-49a1-ba92-3b90477157db",91,
2264,"b4bf3de2-1b8c-4bc9-a38b-cd2a131d76e3",40,
1267,"755a5283-03ec-4c21-a495-d7d5fcfedb13",61,
2790,"4bddb5b8-bd90-448d-a18a-c63d70b83d08",40,
1713,"f51da5a3-ba9a-4830-8437-d1c77b93280d",83,
1514,"4ceac4d1-3920-4866-9618-b603a8d36f45",61,
3043,"f20660c3-a9e7-49c2-80df-363fe137ceef",6,
2666,"b1ae17fd-493e-4f5d-b3e2-e6c391e52bab",78,
3685,"afdeefa9-bfac-4cfa-b416-228beb29b03b",65,
4395,"0214a8e2-8371-4c62-a788-530f00846856",81,
1696,"4fcea6e6-9757-4bf1-9875-808441e6ea16",87,
1823,"3b250bdb-4fdb-4123-a8e5-b941298df7c6",4,
1314,"67c21f33-767c-41a0-87df-833ff12b8e13",37,
1693,"7a94e27d-bfea-4afe-8748-9d648bce1733",5,
4825,"cb63b33d-29c9-4a62-bbe7-022cd92cff83",10,
5440,"b1726ef5-9a64-4aaf-ac60-781c67fba9ec",89,
1257,"197c2c6e-216a-4e9f-b8f0-0198b025bc2b",63,
4292,"b69c2f58-af68-48da-bdd9-dae45b734919",65,
3750,"67efbfa3-47b9-42ff-944b-2e9241660e84",72,
794,"f0438692-2a8e-4e58-a048-932ef57b3f34",94,
3931,"4ab47990-3ed4-4fbf-82de-2b05ec92e2f6",88,
5406,"32fae273-f26e-412c-aeeb-16e0afa94858",74,
2321,"d1b79ede-0aed-4c58-baa4-e13fe49d4032",14,
1642,"cf780a15-bbf8-4674-b2bc-ccf3301e5d78",28,
2631,"2393e039-ec9e-4b6e-9893-216c5e8eed24",34,
5529,"620ac145-9d0b-460e-bda8-0706c492f6fa",78,
428,"afdeefa9-bfac-4cfa-b416-228beb29b03b",91,
3829,"68778db6-122f-41ba-8b43-ba7a7264365f",31,
142,"2a942b7f-d76c-4fa2-b132-c057a6641f2d",76,
608,"bac31c26-863b-4a04-8057-85021cb9622c",41,
5366,"cdd77ab8-aab9-472d-a064-e45d123a33db",0,
3183,"69023ed0-3058-4c57-859d-64f5614fc821",70,
3256,"32ecbfe5-4641-4f3e-9602-b50b4b94eb84",88,
229,"748ecd97-4565-4f7f-aac8-ce5fbfff8aa0",51,
895,"4b96c0a6-6872-44a5-8bd9-d7abb085eebe",88,
4052,"517334e5-ec97-450c-a9cf-51e14aa2dd5b",43,
3094,"6474aafb-6ecb-4de8-a3de-9c71754aff7f",36,
1792,"5a563d8c-c835-4fad-b8f4-b00c412ace52",76,
1984,"332ea704-90e2-4711-ad55-c4b132728c17",88,
731,"ece10804-929c-4260-8f79-ded63475986a",14,
4137,"2e3a3a87-e857-4006-b450-36a8f6c0779e",50,
4229,"06e51cf7-92ce-4f0b-bffb-caecaa9d31ee",34,
1530,"8e8f25b2-5bc5-469a-8602-24215c6b454e",22,
479,"c3bf233d-77ec-4fd3-86f5-4ff5e30590a7",75,
294,"441f4920-6855-45a1-a4c2-01492d90ef1c",15,
1010,"e7901d8d-326b-4b31-b734-630fedb9f25b",70,
5,"5bfa5850-5129-4ac0-9b6d-48fde5b505d2",54,
1158,"e2e020a0-2b6c-4df6-acdf-14d79044bd20",63,
3677,"8bfb4d07-5ff2-4941-a1dd-3db7f28abafa",8,
209,"090c37ed-c3da-4a32-8b73-7c3d8863a047",86,
3937,"ea53e697-70ff-41dc-adf1-15e5350fc481",41,
3663,"99c0b2a7-ad42-4384-9c67-102949095dd7",92,
896,"70dc5c9b-34d7-4f11-a372-9931469e5299",4,
3701,"48f353ae-ac43-4275-a5b8-bbaeba379362",40,
1904,"48442be7-ac95-4749-85b1-8a50e58b23bc",83,
3331,"c6161681-d623-4663-890f-c5232f67f20a",78,
2530,"e506591d-bbee-4901-89b2-49761324c078",90,
2664,"02a803e0-bd22-4641-a84b-83130359e6ab",74,
2889,"d0a9e16b-3f01-49df-9a1e-c0d4064ebe33",34,
1095,"52cd588f-185e-43ff-ac02-6f8833236029",7,
4889,"8a5211ae-1319-4271-9a21-d2edc41acd95",70,
4670,"e38247bb-7b66-4222-9989-2ba192381e26",67,
4646,"49bfe51d-ce03-4119-9843-9c7cc236931b",66,
4787,"95b3f3d0-19fa-4f60-835b-201256b11ad0",34,
5301,"95bde1ce-a146-4b80-be5c-a45f38794a14",25,
5371,"8f4d9e0b-65fd-442f-94ee-cad5a847a3ac",63,
696,"9064a20b-f7d2-423c-8b55-bdeccde71453",86,
3446,"956d1b92-3b13-4afd-8d25-eef10bbd9462",17,
4082,"2358c063-f740-4a20-b6e0-235af408f510",34,
356,"c38eaf65-70b6-4b62-8a0a-463c5dd91403",21,
1749,"10049736-5a9c-40b3-a033-31720a095827",61,
4374,"4ccb3865-62ff-4f52-82b0-70c1157e4ac0",67,
1465,"ab6ce27a-ae51-42b8-a39f-d1d832ff45d0",38,
2158,"a7e37059-225b-4e81-849f-b8b058e6541c",13,
5030,"bfb1bd07-7f24-443a-9e7e-10a2811d92f1",54,
3662,"eb00fca3-ac18-4e14-9edf-d26acbbdb55a",86,
4678,"ffacf000-b5cd-43d8-b3b9-133a54804be5",85,
4004,"0a42f522-752b-4006-8d64-5c1be4bedf47",26,
1867,"680f0689-1eb8-45df-96dc-1a90291ffa24",27,
4415,"ea07f2bf-3616-48a5-9b2c-c63c49b8bf16",29,
4697,"c61b0c4f-6bdd-4329-bba8-d3fc43a9524e",44,
2393,"443358fa-60e3-434a-b81b-212be5b0145f",71,
1545,"49374652-c4fc-4d90-8d54-aa90d8e3185c",35,
839,"b895770d-a1cd-444d-9c1f-5af290093737",27,
3318,"c73fdb92-a3b2-4b7e-ba74-4bd42a909cde",74,
1003,"395e3e2e-74b1-4a35-abb9-3a8fb6a99f43",15,
3771,"f3cfbf08-0001-4dda-98f3-85d10c993a4f",59,
4934,"dc63f739-4007-42c1-8362-28ab40df203d",17,
2774,"91a927a1-e5ba-4502-9eb7-f80a154a2456",38,
4656,"8bfb4d07-5ff2-4941-a1dd-3db7f28abafa",21,
5564,"e6582288-7ff1-4613-90bb-e97836336687",54,
4489,"d4acf9fc-4e64-483c-9863-ab7b907da5a7",21,
2347,"4cea49f2-57e9-44e6-aa7c-2c74f9cf82af",24,
655,"82b059a1-36e9-4bf4-a7ae-baa1a576f64b",58,
5112,"3bc12a94-7137-4bfc-a106-8979bc04d439",72,
256,"3e3f344e-b099-4c09-b592-eb0da8057879",65,
1057,"611d9b27-8f08-43de-8e0c-ed41b6df3996",93,
4197,"46a37a79-3446-45cf-a3fa-3cabd0faf56a",2,
3676,"f3bc9041-5a6c-40ff-881e-f43e9da33cdc",31,
4787,"09669c99-c27c-43aa-9d69-71fb03f36f81",97,
5242,"93213571-8e25-4541-8184-81a11edb94ee",70,
5382,"08ff0df9-57e1-4a49-b94b-4d9b66e6dbb8",94,
3570,"6c653ce3-659a-495a-a5c5-384e2b485920",37,
1075,"84e099b7-bd8c-450e-8f1e-351130bc4dd3",99,
